Customer Behavior,Market Trends,Seasonal Fluctuations,Product Availability,Customer Demographics,Website Traffic,Engagement Rate,Discount Rate,Advertising Spend,Social Media Engagement,Returning Customers Rate,New Customers Count,Product Categories,Average Order Value,Shipping Speed,Customer Satisfaction Score,Economic Indicator,Sales Forecast
65.25286667025033,1.0,High,11,46-60,193,0.057690776682105545,0.485119892244763,1154.0489367215691,529,0.17984589644432736,98,Fashion,124.87160316544204,3.1767148933554212,1,1.0,99
50.06255990587675,0.8,High,17,46-60,197,0.05998460021811041,0.3295600626908271,1059.4822405816021,959,0.5906748400387111,8,Electronics,180.9918201705666,2.6544370142080176,2,1.1,199
65.70206584298734,1.0,Medium,94,26-35,179,0.08264783520263567,0.27782425242548786,1013.4924284015983,110,0.6631796213458094,41,Electronics,70.35306461557482,3.9525356502365447,5,1.0,212
58.09646353466178,1.2,Medium,54,18-25,203,0.061183027013088975,0.2627598938115089,881.7709157686929,222,0.21109290451386564,46,Home,50.99097272608505,3.6165026507199416,4,1.0,227
57.519365531619684,1.0,High,69,60+,206,0.0283167085305122,0.36262558981906234,1317.672510054201,565,0.2578306196998391,21,Sports,27.937861905835923,3.11757745071894,3,1.1,130
36.96927891776523,0.8,Low,93,36-45,232,0.023291458459860477,0.30160200322702235,1006.4647696483822,377,0.45049502218152904,97,Beauty,157.4332055988616,2.4663598980841046,1,0.9,323
55.80777943023983,0.8,High,67,26-35,211,0.09270325642453148,0.3010579874198405,1178.809671258603,280,0.2067007493381378,28,Sports,63.66934027879252,2.076244408526311,3,0.9,133
55.02167939084661,1.2,Medium,81,26-35,216,0.09663216504720668,0.13915448256444662,439.6613897801659,206,0.23329383655602418,75,Beauty,161.12945436529856,3.5728429036505407,2,1.1,306
68.77911671139917,0.8,High,44,46-60,192,0.0623763500600219,0.31093526944555916,1179.4005264762836,741,0.17867617633061159,95,Electronics,189.89775666191775,2.1409777577930473,3,1.0,280
47.295450153428476,1.2,Low,99,46-60,218,0.0388565771815799,0.19455253357553276,784.1520480083267,339,0.40956988228934,42,Electronics,119.90376459578479,3.462647417632786,4,1.0,323
42.80987283776764,1.0,Medium,15,18-25,209,0.038370278269203896,0.42610463042577285,787.3119813788195,808,0.125387858447572,36,Beauty,195.5872106530642,2.0950368214297486,2,1.0,283
49.589205907544134,1.0,Low,84,46-60,210,0.04274906020305783,0.14642379217739776,1238.8453132426864,350,0.3558246343691366,73,Beauty,139.4025424760731,3.7015467537560345,1,1.0,396
56.60794067683345,1.2,Medium,20,26-35,214,0.046006529315311996,0.3113337378501737,739.6926270689146,459,0.3822288535827586,84,Fashion,120.75393440287031,2.960371900534287,1,1.0,224
29.606306270957504,0.8,Medium,43,18-25,216,0.09612024987321974,0.22445066978720818,1351.0948692168272,240,0.4183030132586144,35,Electronics,98.28265244536016,2.9960612952308856,1,0.9,211
49.23549160192394,1.0,Low,62,46-60,197,0.08735251616504892,0.37964888551974585,890.4698420631108,869,0.7676397963566964,23,Sports,73.447294612735,1.0513339085410867,5,1.0,157
65.37507827362683,1.0,Medium,15,18-25,216,0.01433355984373649,0.3304519378291435,1137.0579220888587,326,0.6704880680227048,59,Sports,193.0656650788085,3.580790282073176,2,1.0,110
51.694627589269544,1.2,Medium,98,36-45,211,0.03456950212753465,0.11642333012482886,1140.1460227873772,677,0.5425805348923806,88,Fashion,139.60756390530898,3.4003444727743912,5,1.1,363
60.67572177052423,1.0,Medium,61,26-35,202,0.08365045246359269,0.18348450673143063,1130.465892176318,248,0.32865743477075704,31,Home,99.67386097689277,2.7294690707248375,1,1.0,410
58.84382967439629,1.0,Low,68,60+,206,0.08678194106265448,0.010648644804512553,1489.1511562560206,431,0.6575271758052107,81,Electronics,103.29379415621662,4.664635010826661,3,1.1,468
60.73864247072773,1.0,Medium,25,46-60,222,0.031102417664945925,0.24479531755101053,271.1196071520683,168,0.6233204106518038,88,Electronics,153.8029228241319,3.2184646369179397,4,1.0,139
65.31278389248742,0.8,Medium,72,36-45,189,0.08261085306796001,0.4946776732703872,1001.097759693496,447,0.4745716199944945,2,Fashion,149.68176393555174,2.0300318480435844,3,1.0,121
53.631316481750524,0.8,Medium,59,60+,198,0.0718069821131045,0.18462028627147398,1149.2902997081626,271,0.42331378802527997,6,Beauty,39.16799273594384,4.435516384973634,2,1.0,499
45.61990250655434,1.0,Medium,71,18-25,205,0.010855312503832048,0.48557117813578365,689.432636360702,991,0.7111046703465195,77,Sports,140.57784374709723,4.216235847473262,2,1.0,478
49.895743304329734,1.0,Medium,80,46-60,206,0.01712521458844469,0.4772365918565526,613.1165632966743,610,0.44595374580952485,67,Fashion,156.02578829182102,1.6826852847235487,5,1.0,197
50.15892785777254,0.8,Low,35,26-35,199,0.044369940745060656,0.2589795855127233,930.2679062913767,307,0.41625397390070284,36,Electronics,80.58087298049134,4.68324308359742,1,0.9,159
66.69977251841294,1.2,Low,85,18-25,209,0.017845273654348917,0.42065312154836276,1113.7467130898344,637,0.5389899509154029,19,Home,196.8800853917088,1.5105794714355303,3,0.9,127
51.05335659163029,1.0,High,57,36-45,197,0.08624843013043389,0.19956386034341977,1169.9258792739492,332,0.2813691110375678,39,Electronics,193.80088163633167,4.042977347089003,1,0.9,413
32.590298349179626,1.0,Low,62,36-45,188,0.08774505309601158,0.09727442498222577,1368.9816928501346,108,0.2241114558780652,86,Sports,107.38642351096608,3.198755452736071,5,0.9,251
46.1671160969321,1.0,Low,96,60+,216,0.01973457194144289,0.3450976076115181,652.9993269861484,991,0.5402934827434115,60,Beauty,177.6657153414169,4.79173920933968,2,1.0,312
34.49171986830389,0.8,Low,36,46-60,183,0.08921203784698697,0.4203770504030458,453.4778340376172,231,0.41963858158091516,40,Sports,163.9348584834412,3.1199937692321504,2,1.1,223
56.643718825277595,1.2,High,17,36-45,205,0.025411030789747775,0.3510273201798135,982.1983381470877,325,0.48209811958687077,11,Beauty,138.05031893325938,2.5361021318972194,4,1.0,134
44.059689604073526,1.0,Low,21,18-25,203,0.026794501907636284,0.16149299507010834,1346.1617257776725,865,0.5933058725715216,86,Home,181.93781503381953,4.029198639039597,2,0.9,466
57.13119193138352,1.2,Medium,66,18-25,222,0.012870795965482842,0.4867561855715047,888.8135818695365,408,0.5801615360557066,79,Home,44.49792656763003,3.604731212175972,3,0.9,341
58.49169985897745,1.2,Low,92,36-45,194,0.05838376642262691,0.36554387645330927,703.7498192840703,532,0.2671075015709087,82,Electronics,23.04453750861927,3.245542785791114,5,0.9,466
49.810818797374246,1.2,Medium,19,26-35,216,0.07679338362828296,0.36388490118408734,1603.4209332834012,408,0.23942628892176868,18,Sports,130.56736977651883,3.3848378846103313,1,0.9,331
37.6090473187637,0.8,Low,26,60+,218,0.09731381041434331,0.2320859741062417,753.4774636227711,285,0.794408369847613,13,Home,27.67857360044682,4.009279924996038,1,0.9,496
59.788456551589135,0.8,High,40,36-45,196,0.028428321420619476,0.28365344512047086,984.2100682977724,293,0.3773147473200539,73,Fashion,60.56993978807629,3.0133859744496014,3,1.0,339
62.94417132116437,0.8,Medium,12,36-45,205,0.08885171502729318,0.3081663334416058,1371.270311663511,946,0.4332727037124159,51,Home,46.40552741120423,4.167933268673987,4,1.0,79
37.54343341734601,1.2,Medium,56,46-60,211,0.017868740745553426,0.28081876803366373,792.763488679755,780,0.30026738875884346,99,Electronics,145.31834667748666,1.9729695110934293,5,1.0,133
47.17249071891608,0.8,Medium,49,18-25,202,0.09518104770308633,0.46861505415607546,1463.9710440995336,173,0.22322466240371291,6,Fashion,120.57403657070851,3.096784459146421,4,1.0,92
50.721962136604034,1.2,Medium,17,46-60,197,0.02256427844404347,0.4267810472447428,1396.8848600187757,607,0.5217394443258714,43,Beauty,47.06377204779543,3.515904065077528,3,1.0,371
53.85346173935183,0.8,Medium,86,60+,202,0.06144696445591348,0.3849431021136423,766.9534176944123,498,0.4697248185104794,99,Beauty,50.95138819722109,2.741126236499783,3,1.1,476
56.04359343581631,0.8,Medium,55,26-35,195,0.09065489432554003,0.34301952877082864,1234.0606839860927,485,0.313827636067678,26,Home,80.88209940484398,1.659718234763841,4,1.0,413
47.53244334437045,1.0,Medium,93,26-35,213,0.011404259029142182,0.4037150852801241,691.7955293295972,897,0.7418599833216799,14,Beauty,89.36035077269091,3.7281178551532874,2,1.1,199
51.06685671655458,1.0,Low,94,26-35,221,0.05636674867985118,0.46881370204773404,839.5794533235079,342,0.7915435254214503,79,Fashion,158.15603378044062,3.4530639424729954,3,0.9,379
58.03670823836982,1.2,Medium,44,26-35,204,0.015475647805622262,0.10196337099693586,1077.8477423745403,157,0.5131088850628718,78,Home,104.47249863686879,1.3228836710510745,5,1.0,433
62.646897703039805,0.8,Low,73,26-35,214,0.01841077905669037,0.36813080970244577,527.3199381271644,765,0.5229089297714525,25,Fashion,23.910009592125448,3.647653634605478,2,0.9,374
48.173750532868944,0.8,Medium,84,46-60,197,0.03325421020163151,0.25082026746184616,1018.7901461534993,725,0.79151847358578,31,Beauty,73.66695395155949,3.7143464715731733,4,0.9,444
50.56772241918597,1.0,Low,75,26-35,175,0.04177978041670662,0.4903449767539111,1296.6552365562943,823,0.3597223151616067,31,Fashion,27.922959770427873,2.9494822346195613,4,1.1,414
48.891168960818206,1.2,Medium,30,26-35,213,0.08523321747847443,0.06423181071783918,998.5348138209029,545,0.5431580567483034,87,Electronics,44.37865055941777,4.453246523371171,4,1.0,486
62.82133663055855,1.0,Medium,53,36-45,191,0.012237922880198778,0.1564838302086306,1543.771348624242,820,0.4911891990697428,81,Beauty,98.7765478884486,4.111266952454496,2,1.0,473
45.61980436083209,0.8,Low,59,36-45,179,0.08346065754338464,0.03522967039456171,1014.1298187269977,541,0.12399635341484173,28,Home,129.18615583366346,3.144926836431711,3,0.9,436
43.52931821234127,1.0,High,49,18-25,214,0.038938809600961494,0.14854431489438163,1066.5222441443066,317,0.3497726666292498,37,Home,181.34566453285828,1.4677425058208717,5,1.1,324
63.06891986567463,0.8,Low,15,26-35,203,0.0968769005727558,0.36293568698386636,1188.5727696700444,664,0.6159914406657039,29,Home,196.48414969398596,3.721055839996664,2,1.0,280
42.453901843802385,1.2,Medium,37,60+,199,0.038425691868844786,0.0030932883417804646,1209.769988002147,847,0.4431240452734201,40,Home,38.55765869643766,2.4524025813730104,2,1.0,122
51.450366366743516,1.0,Medium,51,60+,186,0.05028142056399153,0.3144316464285083,1040.1408533526803,737,0.12699974687612284,68,Home,161.0549469073573,3.4277894487239124,2,0.9,476
61.89725904282675,1.0,Medium,80,18-25,169,0.09672631880022894,0.44505146204450535,1191.1230578280765,629,0.5486078805981642,82,Sports,102.30276756284727,3.6013481923242345,1,0.9,403
41.08092476406047,1.2,Low,33,18-25,195,0.07488973223347231,0.13939773300117625,907.8807262865952,676,0.12462764668027489,9,Electronics,48.96975570144266,3.0965917948293793,2,0.9,381
56.89319674451494,1.2,Low,47,36-45,191,0.06437541235603357,0.4875610046278089,923.0408569509377,785,0.5531565522805507,20,Fashion,67.03189103916647,1.8005129445834112,3,0.9,150
73.98894521393599,1.0,Medium,64,60+,216,0.08828248444062427,0.3103616346552902,1370.2486981796048,229,0.30931348208747067,27,Electronics,163.09794867436375,3.6839672953927023,5,1.1,169
43.23804434613291,0.8,Medium,11,18-25,218,0.03962392065937657,0.3391906223644877,1076.0165288693704,176,0.6474211766384289,38,Home,64.04432189193406,2.1717023812084624,1,0.9,395
41.985539535046605,1.2,Medium,88,26-35,186,0.011233431324172653,0.218966810422697,1095.9346430997264,754,0.23945867275597885,94,Sports,144.3073064443979,2.8948486806021894,4,1.0,492
47.63322045461132,1.2,Medium,66,60+,227,0.0162164742214941,0.1720107842795387,635.3284595118956,778,0.7035282816222218,90,Electronics,32.14437417356751,2.5257541769578626,1,1.0,251
52.18361100089745,1.2,High,44,46-60,177,0.029511023297736853,0.3217845844390349,1133.9189696349729,331,0.30596912090775596,96,Beauty,132.81973844652288,4.814126019633587,5,1.1,387
59.79728074515923,1.0,Medium,25,36-45,200,0.048057092215071186,0.08669947104053682,997.6909711004645,285,0.4713023386659866,21,Sports,136.8700757642889,3.73915138452917,2,1.0,158
55.309119674268636,1.2,Low,37,18-25,203,0.023509486893583523,0.20279989617781924,1200.8835956049645,791,0.4779027210085569,12,Electronics,82.21393935533322,4.050060107063412,4,0.9,87
67.10649090959944,1.2,Low,54,18-25,200,0.08629537769556629,0.4925080625544662,1017.8809894691694,140,0.7669184980743337,9,Beauty,142.11690305783983,3.1065376920446948,3,1.0,421
40.415811849067126,0.8,Medium,65,18-25,199,0.01667110201255953,0.3335700635835763,1351.0042482835963,356,0.250374634513894,88,Electronics,85.61878797840734,3.0601879705992383,5,1.1,414
52.76357678122618,0.8,Low,58,36-45,194,0.057263705371869277,0.4380726840972984,1039.2612456343281,900,0.7644241157893003,34,Sports,58.228221676937906,1.8123320826603924,4,1.0,199
46.47624335615693,1.2,Medium,63,60+,194,0.02123353863684099,0.11528273300915637,1175.9431307694767,884,0.2298670483804451,80,Beauty,109.54718606920997,3.707111739357454,1,0.9,315
46.29406768107832,1.0,Medium,96,36-45,206,0.012773950072707587,0.49176945226157587,417.9235886027002,113,0.7330127933077505,97,Beauty,124.64496273191082,2.6826860732941866,2,1.1,53
44.76166228772384,1.2,Medium,96,46-60,207,0.07855204365977239,0.4599759448372858,1120.2055846266107,250,0.5682590706207487,97,Beauty,89.43472053020479,4.540214032155576,1,1.1,152
44.99842651209523,0.8,Medium,63,60+,190,0.0926907597176703,0.15823737157982543,1299.592619231203,315,0.419544900174585,52,Beauty,91.14292048425057,4.051982761673236,3,1.1,369
51.023680525468464,1.0,High,60,18-25,188,0.07442304987153728,0.4337601349296529,845.6012427504371,617,0.7316716700068953,62,Home,92.91562599782958,2.661030311425101,5,0.9,83
48.495425192442035,0.8,Low,11,36-45,211,0.09065788893188864,0.16285485573405867,871.243814514899,206,0.7199744430235163,62,Beauty,87.53215390051588,2.9377141847465182,3,1.1,81
46.40631203057538,0.8,Medium,70,36-45,200,0.060846937231076044,0.10807912655317287,1267.7817358578777,270,0.6493520113680545,14,Beauty,175.99564199110205,2.464065145142729,3,0.9,86
50.56059528564624,0.8,Medium,25,36-45,182,0.019116954298737263,0.31824913839519203,646.9397179292098,368,0.3968995838840019,20,Fashion,159.3963576499109,3.5396646279675945,3,0.9,297
48.53963999922336,1.0,High,10,36-45,195,0.044972441528220886,0.2920879909362581,1521.9998666893644,848,0.5693461724667959,67,Sports,126.90420487167664,4.227207061836909,1,0.9,290
60.130351342033975,1.0,High,96,46-60,194,0.024130352764928135,0.46020066143477856,589.9167382970652,114,0.7867262241282577,63,Home,57.43227411844598,3.648772010864782,5,0.9,285
55.1104570018135,1.2,Low,76,60+,198,0.04805195476976332,0.25859068936761503,1011.7697935034901,352,0.4488219425851856,46,Sports,21.504028158923234,3.2594164673096078,4,1.0,485
46.14844889272999,1.0,Low,83,46-60,195,0.08231698299382692,0.44946369228237654,489.3999621214335,149,0.7896261403303302,70,Fashion,40.23758855448195,3.6052262872867282,3,1.0,120
41.76152261252429,0.8,Low,53,36-45,195,0.07866476910245815,0.1016254093546674,1503.2444811002306,401,0.10665550453145241,10,Fashion,124.71372640717223,2.360467011569088,4,1.0,209
43.08657839774061,1.2,Low,75,36-45,189,0.0986507138227012,0.37439138584585857,509.33321259491566,865,0.2612608454798667,15,Sports,199.06652560725638,3.176978869454176,1,0.9,321
64.33281671206306,1.2,Low,81,60+,181,0.08819350685499672,0.18938808320337475,973.1653856671862,733,0.34943086994252737,66,Home,64.62923135190162,2.8581297389595175,4,0.9,227
39.46355508476183,1.2,Medium,55,36-45,181,0.010623772559813767,0.4851582958671342,1225.450133180993,258,0.6637142908535517,7,Fashion,123.45100558138844,3.9616042286779454,1,1.1,334
59.76547500907266,1.0,Medium,65,60+,201,0.05415542479392467,0.2779076045756338,775.2752391033102,175,0.23855371753140822,84,Home,97.70352969381096,3.0869585316844073,1,1.0,319
59.77527692701128,1.2,Medium,68,26-35,197,0.03944098091637619,0.18807557956727955,1265.8164537942675,936,0.6910204700972661,87,Beauty,78.89789517758963,3.28448559950017,2,1.1,60
46.65942987775545,0.8,Medium,43,18-25,211,0.033535524436240235,0.09578163039705023,1448.8898856486207,839,0.2691715631493222,84,Beauty,184.17491674573353,3.1783683254145485,4,1.0,217
52.72758076489139,0.8,Low,54,26-35,181,0.03177160664745893,0.44426697801281223,919.2595617500962,651,0.23181268338254693,1,Home,72.58609598318232,2.593153950742801,2,1.0,337
29.87450628427395,1.0,Medium,64,18-25,197,0.08325961985591214,0.4612830735406264,630.4162687211673,255,0.5408311068564386,62,Electronics,71.54056835876631,3.315164020151118,2,1.0,274
47.236846973590566,1.0,Medium,30,46-60,170,0.023333287911346232,0.43532758532905863,777.4077946240246,590,0.38985840964065777,65,Sports,121.85545751788091,3.929385100886529,3,1.0,231
59.39513257332903,1.0,Low,74,60+,198,0.028569452329840046,0.22618200742622957,1307.2194620347434,102,0.19026726165602836,87,Beauty,101.39866000864342,2.7704326925977605,5,1.1,185
33.03604432729024,0.8,Low,28,18-25,181,0.040449771914780656,0.042210597817870676,483.23474222430536,230,0.24852771858670786,22,Beauty,52.612882461234065,2.377652656268852,1,1.0,95
43.985921473711116,1.2,High,73,18-25,196,0.06653023544850648,0.055718375643177,580.602784535695,138,0.7160712283806955,24,Electronics,126.88029432994945,2.8667316374028466,4,0.9,138
58.72489114635505,1.0,Medium,61,26-35,209,0.04055210570144891,0.43211298588713865,1198.2331613119416,511,0.7948734828266578,18,Fashion,45.75723716548125,3.0636058912761586,4,1.1,481
58.69118887879568,1.2,High,71,60+,196,0.04819414347505386,0.2728040863532867,500.6181660237943,418,0.5459727033462243,46,Electronics,134.4702501845358,4.458744665560278,1,1.1,354
61.922004740381766,1.0,Low,87,26-35,198,0.0781423868001768,0.04996400332802353,579.054608893752,883,0.7400907810793108,72,Sports,83.56720018565545,3.0025713087305412,2,1.1,278
51.13717434703676,0.8,High,65,46-60,182,0.03357230887249694,0.48418685101696657,782.5301241699515,991,0.2444964343724307,70,Electronics,185.42944519563162,3.5749464252074756,3,0.9,453
60.630044336284456,1.0,Medium,77,60+,209,0.08668849537755483,0.4982677707822409,559.4110094414671,830,0.29593205224018326,63,Fashion,123.27041511595286,4.150076975567249,3,0.9,457
41.574194959909114,1.0,Medium,64,18-25,190,0.044220689018743944,0.2804981700047781,1294.768969560801,822,0.15714158535149136,23,Electronics,118.8166061836764,2.9880158141285746,1,1.0,479
30.549706508100986,1.0,High,69,60+,208,0.05574255896350899,0.15889967298831092,788.8921993002639,215,0.1721894066542852,26,Fashion,163.92970450482676,5.890905164480083,2,1.1,385
52.028044609299066,1.2,High,97,46-60,185,0.0811926496223021,0.3489211348035945,1264.9404776807048,449,0.181677137768432,62,Sports,181.99348387103925,3.9918408754193155,5,1.0,330
53.876207076458826,0.8,Medium,37,46-60,205,0.09731876835958676,0.1753688567130094,967.7926550348174,245,0.592114599456779,20,Fashion,44.238865744714595,1.0230035985902943,2,1.0,125
52.35704539486818,0.8,Medium,94,60+,193,0.04095320540873271,0.13148959395974003,566.6477920180163,482,0.4702150444808696,43,Sports,104.76150956196855,2.5384357913082454,2,0.9,183
57.238569405192926,0.8,Low,19,36-45,183,0.04029046785241375,0.43046036189712,1484.851582102691,858,0.6908508049509459,16,Sports,94.26902657211721,2.304929980171834,2,1.1,60
45.250828514019275,0.8,Medium,68,60+,194,0.021786833730924812,0.10754385152965157,1249.6510019186849,755,0.16511609086792126,90,Home,126.49636593197455,2.835920594737089,2,1.1,144
41.25165623448398,1.2,Low,72,26-35,216,0.03290539148684299,0.10336677588836912,1188.100089228865,705,0.18889072936685097,34,Electronics,47.36814874502693,4.323377663034238,4,0.9,433
64.13376383461093,0.8,High,64,60+,207,0.06507117797403282,0.2574591580621208,1137.3679977673582,796,0.7205654185413779,86,Beauty,76.04302494679881,1.19720173866213,4,0.9,430
62.3599803890499,0.8,Low,92,26-35,200,0.0775111924747736,0.1726529004677651,438.1710941830304,292,0.6953166854009992,8,Sports,60.72428968501304,2.7044023352749957,1,1.1,344
57.87638878409095,1.0,Medium,88,36-45,171,0.06072614313601891,0.3692795362129399,1065.248618964022,832,0.5478467780020578,75,Home,86.59817442466863,4.773784430775645,4,0.9,458
38.88892479470202,0.8,Medium,61,46-60,187,0.09727677985998577,0.08702006840299775,617.2657042199498,765,0.5505435615291319,72,Electronics,20.727498032983462,3.0994950088584377,1,1.0,172
